ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description,Instruction Mode
10024,AIRS,110,00M4,Lecture,"1","Kevin Plourde","We 9:00AM - 9:50AM","Astronomy Bldg 139","08/28/2007 - 12/07/2007","Kevin Plourde","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","08/28/2007 - 12/07/2007","","","","","","","","","The Air Force Today","",Closed,5,15,0,"","In Person"
10025,AIRS,110,00TB,Lecture,"1","Ryan Taylor","Tu 4:00PM - 5:00PM","Mcleod Hall 2006","08/28/2007 - 12/07/2007","Ryan Taylor","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","08/28/2007 - 12/07/2007","","","","","","","","","The Air Force Today","",Closed,5,5,0,"","In Person"
10026,AIRS,110,01SV,Lecture,"1","Daniel Doty","We 3:00PM - 3:50PM","Astronomy Bldg 139","08/28/2007 - 12/07/2007","Daniel Doty","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","08/28/2007 - 12/07/2007","","","","","","","","","The Air Force Today","",Closed,11,15,0,"","In Person"
10029,AIRS,210,00T4,Lecture,"1","Ryan Taylor","We 10:00AM - 10:50AM","Astronomy Bldg 139","08/28/2007 - 12/07/2007","Ryan Taylor","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","08/28/2007 - 12/07/2007","","","","","","","","","Development of Air Power","",Closed,6,15,0,"","In Person"
10027,AIRS,210,01WB,Lecture,"1","Ryan Taylor","We 2:00PM - 2:50PM","Astronomy Bldg 139","08/28/2007 - 12/07/2007","Ryan Taylor","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","08/28/2007 - 12/07/2007","","","","","","","","","Development of Air Power","",Closed,9,15,0,"","In Person"
10028,AIRS,210,022A,Lecture,"1","Ryan Taylor","Tu 1:00PM - 1:50PM","Mcleod Hall 2005","08/28/2007 - 12/07/2007","Ryan Taylor","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","08/28/2007 - 12/07/2007","","","","","","","","","Development of Air Power","",Closed,9,10,0,"","In Person"
10030,AIRS,310,01GU,Lecture,"3","Kevin Plourde","TuTh 4:00PM - 5:15PM","Bryan Hall 310","08/28/2007 - 12/07/2007","Kevin Plourde","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","08/28/2007 - 12/07/2007","","","","","","","","","Concepts of Ldrshp & Mgmnt","",Closed,9,10,0,"","In Person"
10031,AIRS,310,010E,Lecture,"3","Kevin Plourde","TuTh 11:00AM - 12:15PM","Bryan Hall 328","08/28/2007 - 12/07/2007","Kevin Plourde","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","08/28/2007 - 12/07/2007","","","","","","","","","Concepts of Ldrshp & Mgmnt","",Closed,0,18,0,"","In Person"
10032,AIRS,410,00PH,Lecture,"3","Daniel Doty","TuTh 8:00AM - 9:15AM","Bryan Hall 328","08/28/2007 - 12/07/2007","Daniel Doty","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","08/28/2007 - 12/07/2007","","","","","","","","","National Security Forces I","",Closed,11,22,0,"","In Person"
10033,AIRS,410,02M3,Lecture,"3","Daniel Doty","TuTh 12:30PM - 1:45PM","Bryan Hall 328","08/28/2007 - 12/07/2007","Daniel Doty","Tu 2:00PM - 4:00PM","Mcleod Hall 1020","08/28/2007 - 12/07/2007","","","","","","","","","National Security Forces I","",Closed,9,10,0,"","In Person"
10034,ALAR,651,0218,Lecture,"2","Jeana Ripple","Th 7:00PM - 9:45PM","Campbell Hall 105","08/28/2007 - 12/07/2007","Jeana Ripple","Tu 12:30PM - 2:00PM","Campbell Hall 105","08/28/2007 - 12/07/2007","","","","","","","","","Studio Workshop","",Closed,23,24,0,"","In Person"
10035,ALAR,821,02MQ,Seminar,"3","Craig Barton","We 1:00PM - 1:50PM","Campbell Hall 108","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Design Research Seminar","",Closed,16,20,0,"","In Person"
10001,AM,602,00XD,Lecture,"3","Niall Horgan","MoWe 5:00PM - 6:15PM","Thornton Hall D222","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Continuum Mechanics W/Applctns","",Closed,4,4,0,"","In Person"
10002,AM,620,03NW,Lecture,"3","Thomas Baber","MoWeFr 9:00AM - 9:50AM","Thornton Hall D222","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Energy Principles in Mechanics","",Closed,2,20,0,"","In Person"
10003,AM,665,04MT,Lecture,"3","Marek-Jerzy Pindera","MoWe 2:00PM - 3:15PM","Mechanical Engr Bldg 345","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Mechanics/Composite Materials","",Closed,1,5,0,"","In Person"
10036,AMST,201,04N0,Lecture,"3","Carmenita Higginbotham","TuTh 12:30PM - 1:45PM","New Cabell Hall 323","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Maj Wrks for American Stds","",Closed,35,35,0,"","In Person"
10039,AMST,201,05MM,Lecture,"3","Ashley Williams","MoWe 3:30PM - 4:45PM","New Cabell Hall 323","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Maj Wrks for American Stds","",Closed,16,45,0,"","In Person"
10038,AMST,201,049T,Lecture,"3","Daniel Chavez","MoWeFr 10:00AM - 10:50AM","New Cabell Hall 324","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Maj Wrks for American Stds","",Closed,35,45,0,"","In Person"
10037,AMST,201,0611,Lecture,"3","Adam Waterman","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 341","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Maj Wrks for American Stds","",Closed,4,42,0,"","In Person"
10040,AMST,301,03D1,Lecture,"3","Adam Waterman","TuTh 11:00AM - 12:15PM","Clark Hall G054","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Intro to American Stds Major","",Closed,14,15,0,"","In Person"
10041,AMST,301,03Q0,Lecture,"3","Grace Hale","TuTh 11:00AM - 12:15PM","Wilson Hall 140","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Intro to American Stds Major","",Closed,15,15,0,"","In Person"
10042,AMST,401,03TY,Seminar,"3","Adam Waterman","Mo 1:00PM - 3:30PM","Bryan Hall 334","08/28/2007 - 12/07/2007","","","","","","","","","","","","","4th Yr Sem in American Stds","",Closed,11,15,0,"","In Person"
10043,AMST,401,031C,Seminar,"3","Robert Kolker","We 1:00PM - 3:30PM","Clemons Library 322A","08/28/2007 - 12/07/2007","","","","","","","","","","","","","4th Yr Sem in American Stds","",Closed,16,15,0,"","In Person"
10044,AMST,493,046M,Independent Study,"3","Staff","TBA","TBA","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Independent Study","",Closed,9,10,0,"","In Person"
10046,ANTH,101,02S3,Lecture,"3","Scott Johnsen","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 311","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Introduction to Anthropology","",Closed,59,59,0,"","In Person"
10045,ANTH,101,5660,Lecture,"3","Scott Johnsen","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 311","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Introduction to Anthropology","",Closed,1,1,0,"","In Person"
10047,ANTH,101Z,04P2,Lecture,"3","Ruth Krulfeld","TBA","TBA","08/27/2007 - 12/07/2007","","","","","","","","","","","","","Intro Cultural Anthropology","",Closed,37,35,0,"","In Person"
10048,ANTH,219,00YN,Lecture,"3","George Mentore","TuTh 2:00PM - 3:15PM","Mcleod Hall 2014","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Desire & World Economics","",Closed,56,60,0,"","In Person"
10050,ANTH,223,028X,Lecture,"3","Roy Wagner","TuTh 9:30AM - 10:45AM","Chemistry Bldg 402","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Fantasy and Social Values","",Closed,249,240,0,"","In Person"
10049,ANTH,223,5870,Lecture,"3","Roy Wagner","TuTh 9:30AM - 10:45AM","Chemistry Bldg 402","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Fantasy and Social Values","",Closed,1,1,0,"","In Person"
10051,ANTH,232,00Y7,Lecture,"3","Nicolas Sihle","MoWe 2:00PM - 2:50PM","New Cabell Hall 345","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Anthropology of Religion","",Closed,60,60,0,"","In Person"
10052,ANTH,240,01EA,Lecture,"3","Ashley Williams","MoWeFr 12:00PM - 12:50PM","New Cabell Hall 215","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Language and Culture","",Closed,52,50,0,"","In Person"
10053,ANTH,241,20AQ,Lecture,"3","Lise Dobrin","MoWe 9:00AM - 9:50AM","Maury Hall 104","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Language and Power","",Closed,45,60,0,"","In Person"
10054,ANTH,241,5719,Lecture,"3","Lise Dobrin","MoWe 9:00AM - 9:50AM","Maury Hall 104","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Language and Power","",Closed,1,1,0,"","In Person"
10056,ANTH,244,01UD,Lecture,"3","Daniel Lefkowitz","MoWe 11:00AM - 11:50AM","Physics Bldg 204","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Language and Cinema","",Closed,98,115,0,"","In Person"
10055,ANTH,244,5905,Lecture,"3","Daniel Lefkowitz","MoWe 11:00AM - 11:50AM","Physics Bldg 204","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Language and Cinema","",Closed,1,1,0,"","In Person"
10057,ANTH,250,01SM,Lecture,"3","Wende Marshall","TuTh 11:00AM - 12:15PM","Mcleod Hall 1020","08/28/2007 - 12/07/2007","","","","","","","","","","","","","The Health of Black Folks","",Closed,142,170,0,"","In Person"
10058,ANTH,250,5577,Lecture,"3","Wende Marshall","TuTh 11:00AM - 12:15PM","Mcleod Hall 1020","08/28/2007 - 12/07/2007","","","","","","","","","","","","","The Health of Black Folks","",Closed,1,1,0,"","In Person"
10059,ANTH,257,061S,Lecture,"3","Clare Terni","MoWe 3:30PM - 4:45PM","New Cabell Hall 122","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Trad Healing & W Med in Africa","",Closed,39,35,0,"","In Person"
10060,ANTH,266,061K,Lecture,"3","Catharine Krizancic","MoWe 3:30PM - 4:45PM","New Cabell Hall 423","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Peoples of Polynesia","",Closed,22,25,0,"","In Person"
10061,ANTH,280,01CT,Lecture,"3","Elizabeth Arkush","TuTh 2:00PM - 3:15PM","Physics Bldg 203","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Introduction to Archaeology","",Closed,106,120,0,"","In Person"
10062,ANTH,282Z,04UT,Lecture,"3","Patricia Wattenmaker","TBA","TBA","08/27/2007 - 12/07/2007","","","","","","","","","","","","","Archhier Anc Pol States&Cities","",Closed,9,35,0,"","In Person"
10063,ANTH,301,029M,Lecture,"4","Susan McKinnon","TuTh 12:30PM - 1:45PM","New Cabell Hall 345","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Theory/History Anthropology","",Closed,62,60,0,"","In Person"
10064,ANTH,312,02US,Lecture,"3","Peter Metcalf","MoWe 4:00PM - 4:50PM","New Cabell Hall 345","08/28/2007 - 12/07/2007","","","","","","","","","","","","","A World of Islands:Austronesia","",Closed,59,60,0,"","In Person"
10065,ANTH,316,02T8,Lecture,"3","Ravindra Khare","Mo 2:00PM - 4:30PM","New Cabell Hall 216","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Questions of Identity","",Closed,25,30,0,"","In Person"
10066,ANTH,332,003T,Lecture,"3","Edith Turner","TuTh 3:30PM - 4:45PM","Bryan Hall 328","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Shamanism, Healing and Ritual","",Closed,27,24,0,"","In Person"
10067,ANTH,340Z,04P5,Lecture,"3","Ruth Krulfeld","TBA","TBA","08/27/2007 - 12/07/2007","","","","","","","","","","","","","Field Methods Cultural Anth","",Closed,18,35,0,"","In Person"
10069,ANTH,352,00HZ,Lecture,"3","George Mentore","TuTh 3:30PM - 4:45PM","New Cabell Hall 345","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Amazonian Peoples","",Closed,59,60,0,"","In Person"
10068,ANTH,352,5875,Lecture,"3","George Mentore","TuTh 3:30PM - 4:45PM","New Cabell Hall 345","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Amazonian Peoples","",Closed,1,1,0,"","In Person"
10070,ANTH,355,024Q,Lecture,"4","Frederick Damon","MoWeFr 11:00AM - 11:50AM","Maury Hall 104","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Anth Everyday American Life","",Closed,38,60,0,"","In Person"
10071,ANTH,355,5676,Lecture,"4","Frederick Damon","MoWeFr 11:00AM - 11:50AM","Maury Hall 104","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Anth Everyday American Life","",Closed,1,1,0,"","In Person"
10072,ANTH,357,061M,Lecture,"3","Pamela Lim","TuTh 2:00PM - 3:15PM","New Cabell Hall 311","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Peoples/Cultures Caribbean","",Closed,32,35,0,"","In Person"
10073,ANTH,363,02YB,Lecture,"3","John Shepherd","TuTh 3:30PM - 4:45PM","Physics Bldg 205","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Social Structure of China","",Closed,24,30,0,"","In Person"
10074,ANTH,367,02YX,Lecture,"3","Nicolas Sihle","TuTh 11:00AM - 12:15PM","Maury Hall 115","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Tibetan & Himalayan Anth","",Closed,42,60,0,"","In Person"
10075,ANTH,374,061N,Lecture,"3","Sue McCarty","MoWe 6:00PM - 7:15PM","Minor Hall 130","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Turkey:Orientalism & Modernity","",Closed,10,15,0,"","In Person"
10076,ANTH,380Z,04QQ,Lecture,"3","Ruth Krulfeld","TBA","TBA","08/27/2007 - 12/07/2007","","","","","","","","","","","","","Spec Tops: Cultural Anth","",Closed,22,35,0,"","In Person"
10077,ANTH,383,02ZW,Lecture,"3","Jeffrey Hantman","MoWe 2:00PM - 3:15PM","New Cabell Hall 325","08/28/2007 - 12/07/2007","","","","","","","","","","","","","North American Archaeology","",Closed,35,35,0,"","In Person"
10078,ANTH,385,020C,Lecture,"3","Fraser Neiman","We 4:30PM - 7:00PM","Campbell Hall 105","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Folklore in America","",Closed,3,5,0,"","In Person"
10079,ANTH,386Z,04UU,Lecture,"3","Patricia Wattenmaker","TBA","TBA","08/27/2007 - 12/07/2007","","","","","","","","","","","","","Soc Life of Goods & Materials","",Closed,13,35,0,"","In Person"
10080,ANTH,389,020N,Lecture,"3","Stephen Plog","TuTh 9:30AM - 10:45AM","New Cabell Hall 132","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Southwestern Archaeology","",Closed,30,35,0,"","In Person"
10081,ANTH,396,061P,Lecture,"3","Sue McCarty","MoWeFr 11:00AM - 11:50AM","Minor Hall 130","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Archaeologies of the Silk Road","",Closed,8,35,0,"","In Person"
10082,ANTH,399Z,04UV,Lecture,"3","Patricia Wattenmaker","TBA","TBA","08/27/2007 - 12/07/2007","","","","","","","","","","","","","Politics of the Past","",Closed,5,35,0,"","In Person"
10083,ANTH,401A,01Q2,Lecture,"3","Ravindra Khare","We 2:00PM - 4:30PM","TBA","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Politics of the Past","",Closed,11,15,0,"","In Person"
10085,ANTH,401B,04SE,Lecture,"3","John Shepherd","TuTh 12:30PM - 1:45PM","New Cabell Hall B031","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Contemporary African Societies","",Closed,14,15,0,"","In Person"
10084,ANTH,401B,5824,Lecture,"3","John Shepherd","TuTh 12:30PM - 1:45PM","New Cabell Hall B031","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Contemporary African Societies","",Closed,1,1,0,"","In Person"
10086,ANTH,401C,01KW,Lecture,"3","Jeffrey Hantman","Th 2:00PM - 4:30PM","New Cabell Hall 320","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Anthro Issues in Japan","",Closed,7,15,0,"","In Person"
10087,ANTH,401C,5901,Lecture,"3","Jeffrey Hantman","Th 2:00PM - 4:30PM","New Cabell Hall 320","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Anthro Issues in Japan","",Closed,1,1,0,"","In Person"
10089,ANTH,401D,05S9,Independent Study,"3","Adria Laviolette","MoWe 3:30PM - 4:45PM","Clark Hall 101","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Sr Sm Evol Pueblo Social Org","",Closed,17,15,0,"","In Person"
10088,ANTH,401D,5576,Independent Study,"3","Adria Laviolette","MoWe 3:30PM - 4:45PM","Clark Hall 101","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Sr Sm Evol Pueblo Social Org","",Closed,1,1,0,"","In Person"
10091,ANTH,496,05EQ,Independent Study,"1 - 6","Staff","TBA","TBA","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Indep Study in Anthropology","",Closed,2,25,0,"","In Person"
10090,ANTH,496,008S,Independent Study,"1 - 6","Staff","TBA","TBA","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Indep Study in Anthropology","",Closed,11,25,0,"","In Person"
10092,ANTH,497,017W,Independent Study,"3","Staff","TBA","TBA","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Distinguished Majors Thesis","",Closed,8,25,0,"","In Person"
10093,ANTH,498,0059,Independent Study,"1 - 6","Staff","TBA","TBA","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Distinguished Mjrs Thesis Writ","",Closed,0,25,0,"","In Person"
10094,ANTH,504,020U,Lecture,"3","Ellen Contini-Morava","Th 3:30PM - 6:00PM","New Cabell Hall 225","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Linguistic Field Methods","",Closed,15,20,0,"","In Person"
10095,ANTH,521,03ZC,Lecture,"3","Susan McKinnon","We 4:30PM - 7:00PM","Mcleod Hall 2008","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Reconfiguring Kinship Studies","",Closed,8,15,0,"","In Person"
10096,ANTH,549A,0203,Lecture,"3","Lise Dobrin","We 4:00PM - 6:30PM","Randall Hall 212","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Speech Play & Verbal Art","",Closed,9,15,0,"","In Person"
10097,ANTH,577,0108,Lecture,"3","Roy Wagner","TuTh 12:30PM - 1:45PM","New Cabell Hall B029","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Cultural Inventories","",Closed,23,20,0,"","In Person"
10098,ANTH,589,02TY,Lecture,"3","Adria Laviolette","Tu 3:30PM - 6:00PM","New Cabell Hall 432","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Topics in Archaeology","",Closed,4,15,0,"","In Person"
10099,ANTH,701,01KH,Lecture,"3","Frederick Damon","We 7:00PM - 9:30PM","New Cabell Hall B029","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Hist of Anthropological Thry","",Closed,7,15,0,"","In Person"
10100,ANTH,701,5617,Lecture,"3","Frederick Damon","We 7:00PM - 9:30PM","New Cabell Hall B029","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Hist of Anthropological Thry","",Closed,1,1,0,"","In Person"
10101,ANTH,703,03EV,Lecture,"3","Peter Metcalf","MoWe 2:00PM - 3:15PM","New Cabell Hall 424","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Anthropological Monographs","",Closed,6,15,0,"","In Person"
10102,ANTH,708,0230,Lecture,"3","Elizabeth Arkush","Mo 1:30PM - 4:00PM","Brooks Hall 312","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Archaeological Method & Theory","",Closed,9,15,0,"","In Person"
10103,ANTH,738,03MU,Lecture,"3","Mohammed Oliver, ","Tu 2:00PM - 4:30PM","Mcleod Hall 2008","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Soc Prod Health & Disease","",Closed,5,8,0,"","In Person"
10104,ANTH,738,5526,Lecture,"3","Mohammed Oliver, ","Tu 2:00PM - 4:30PM","Mcleod Hall 2008","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Soc Prod Health & Disease","",Closed,2,5,0,"","In Person"
10105,ANTH,763,022D,Lecture,"3","John Shepherd","TuTh 3:30PM - 4:45PM","Physics Bldg 205","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Social Structure of China","",Closed,3,5,0,"","In Person"
10107,ANTH,785,20BG,Lecture,"3","Stephen Plog","TuTh 9:30AM - 10:45AM","New Cabell Hall 132","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Archaeology of Am Southwest","",Closed,1,3,0,"","In Person"
10106,ANTH,785,0221,Lecture,"3","Fraser Neiman","We 4:30PM - 7:00PM","Campbell Hall 105","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Archaeology of Am Southwest","",Closed,2,5,0,"","In Person"
10108,ANTH,897,02D7,Independent Study,"3 - 12","Staff","TBA","TBA","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,6,50,0,"","In Person"
10109,ANTH,898,01N5,Independent Study,"3 - 12","Staff","TBA","TBA","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,3,30,0,"","In Person"
10110,ANTH,901,006S,Independent Study,"1 - 6","Staff","TBA","TBA","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Directed Readings","",Closed,11,25,0,"","In Person"
10111,ANTH,902,00N4,Independent Study,"1 - 6","Staff","TBA","TBA","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Directed Readings","",Closed,1,25,0,"","In Person"
10112,ANTH,997,02V7,Independent Study,"3 - 12","Staff","TBA","TBA","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,8,30,0,"","In Person"
10113,ANTH,999,0168,Independent Study,"3 - 12","Staff","TBA","TBA","08/28/2007 - 12/07/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,21,25,0,"","In Person"
10115,APMA,109,00B9,Lecture,"4","William Johnson","MoWeFr 10:00AM - 10:50AM","Mechanical Engr Bldg 341","08/28/2007 - 12/07/2007","William Johnson","Tu 8:30AM - 9:20AM","Mechanical Engr Bldg 205","08/28/2007 - 12/07/2007","","","","","","","","","Single Variable Calculus I","",Closed,53,54,0,"","In Person"
10116,APMA,109,01R6,Lecture,"4","Bernard Fulgham","MoWeFr 11:00AM - 11:50AM","Mechanical Engr Bldg 341","08/28/2007 - 12/07/2007","Bernard Fulgham","Th 8:30AM - 9:20AM","Mechanical Engr Bldg 205","08/28/2007 - 12/07/2007","","","","","","","","","Single Variable Calculus I","",Closed,53,54,0,"","In Person"
10114,APMA,109,02WU,Lecture,"4","Bernard Fulgham","MoWeFr 10:00AM - 10:50AM","Mechanical Engr Bldg 339","08/28/2007 - 12/07/2007","Bernard Fulgham","Th 8:30AM - 9:20AM","Mechanical Engr Bldg 205","08/28/2007 - 12/07/2007","","","","","","","","","Single Variable Calculus I","",Closed,46,54,0,"","In Person"
