ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description,Instruction Mode
10012,ALAR,501,3045,Lecture,"1","Kristina Hill, ","MoTuWeThFr 2:00PM - 6:00PM","TBA","07/20/2007 - 08/17/2007","Kristina Hill, ","MoTuWeThFr 2:00PM - 6:00PM","TBA","07/20/2007 - 08/17/2007","","","","","","","","","Intro to Design (Institute)","",Closed,21,30,0,"","In Person"
10013,ALAR,502,3046,Lecture,"1","Kristina Hill, ","MoTuWeThFr 2:00PM - 6:00PM","TBA","07/20/2007 - 08/17/2007","Kristina Hill, ","MoTuWeThFr 2:00PM - 6:00PM","TBA","07/20/2007 - 08/17/2007","","","","","","","","","Intro Des Graphics (Institute)","",Closed,21,30,0,"","In Person"
10014,ALAR,503,3047,Lecture,"1","Kristina Hill, ","TuTh 9:00AM - 12:00PM","TBA","07/20/2007 - 08/17/2007","","","","","","","","","","","","","Intro Theory&Analy (Institute)","",Closed,21,30,0,"","In Person"
10001,AM,999,2301,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Research","",Closed,1,15,0,"","In Person"
10015,ANTH,101,4002,Lecture,"3","Clare Terni","MoTuWeThFr 10:30AM - 12:45PM","New Cabell Hall 319","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Introduction to Anthropology","",Closed,24,18,0,"","In Person"
10016,ANTH,213,000B,Lecture,"3","Pamela Lim","MoTuWeThFr 10:30AM - 12:45PM","New Cabell Hall 319","05/14/2007 - 06/08/2007","","","","","","","","","","","","","Fiction & Anthropology","",Closed,9,25,0,"","In Person"
10017,ANTH,228,1001,Lecture,"3","Wende Marshall","MoTuWeThFr 1:00PM - 3:15PM","Mcleod Hall 1003","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Intro to Medical Anthropology","",Closed,27,25,0,"","In Person"
10018,ANTH,253,101G,Lecture,"3","Jeffrey Hantman","MoTuWeThFr 1:00PM - 3:15PM","New Cabell Hall 316","06/12/2007 - 07/10/2007","","","","","","","","","","","","","North American Indians","",Closed,13,25,0,"","In Person"
10019,ANTH,262,001K,Lecture,"3","H Seneviratne","MoTuWeThFr 1:00PM - 3:15PM","Clemons Library 322B","05/14/2007 - 06/08/2007","","","","","","","","","","","","","So Many ""Little Indias""","",Closed,20,25,0,"","In Person"
10020,ANTH,263Z,5001,Lecture,"3","Leo Chavez","TBA","TBA","06/17/2007 - 08/21/2007","","","","","","","","","","","","","Immigration in Comp Perspectiv","",Closed,31,30,0,"","In Person"
10021,ANTH,272Z,5002,Lecture,"3","Jeffrey Blick","TBA","TBA","06/17/2007 - 08/21/2007","","","","","","","","","","","","","Plants & Peoples Latin Amer","",Closed,18,30,0,"","In Person"
10022,ANTH,279,4003,Lecture,"3","Lori Ricard","MoTuWeThFr 10:30AM - 12:45PM","New Cabell Hall 234","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Archeology in Mid Atlantic Sta","",Closed,25,25,0,"","In Person"
10023,ANTH,374,401H,Lecture,"3","Sue McCarty","MoTuWeThFr 1:00PM - 3:15PM","New Cabell Hall 319","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Turkey:Orientalism & Modernity","",Closed,13,25,0,"","In Person"
10024,ANTH,382Z,597A,Lecture,"3","Jillian Galle","MoTuWeThFr 8:00AM - 10:00PM","TBA","05/23/2007 - 06/15/2007","","","","","","","","","","","","","Field Mthds in Historical Arch","",Closed,8,22,0,"","In Person"
10025,ANTH,461Z,5981,Lecture,"3","Robert Swap","MoTuWeThFr 8:00AM - 10:00PM","TBA","05/22/2007 - 06/17/2007","","","","","","","","","","","","","People, Culture & Env S Africa","",Closed,17,17,0,"","In Person"
10026,ANTH,589,6000,Lecture,"6","Fraser Neiman","MoTuWeThFr 8:30AM - 4:30PM","TBA","06/04/2007 - 07/13/2007","","","","","","","","","","","","","Topics in Archaeology","",Closed,10,20,0,"","In Person"
10027,ANTH,589,6001,Lecture,"5","Barbara Heath","MoTuWeThFr 8:15AM - 4:00PM","TBA","06/04/2007 - 07/06/2007","","","","","","","","","","","","","Topics in Archaeology","",Closed,7,20,0,"","In Person"
10028,ANTH,589,6002,Lecture,"6","William Kelso","MoTuWeThFr 8:00AM - 4:00PM","TBA","06/03/2007 - 06/13/2007","","","","","","","","","","","","","Topics in Archaeology","",Closed,17,17,0,"","In Person"
10029,ANTH,898,2014,Independent Study,"1 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,1,15,0,"","In Person"
10030,ANTH,999,2016,Independent Study,"1 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,2,15,0,"","In Person"
10031,APMA,109,301A,Lecture,"4","William Johnson","MoTuWeThFr 10:30AM - 11:30AM","Olsson Hall 011","06/18/2007 - 07/27/2007","","","","","","","","","","","","","Single Variable Calculus I","",Closed,16,35,0,"","In Person"
10032,APMA,212,201A,Lecture,"4","Norman Beil","MoTuWeThFr 10:30AM - 11:30AM","Olsson Hall 005","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Multivariate Calculus","",Closed,18,30,0,"","In Person"
10033,APMA,213,2135,Lecture,"4","Bernard Fulgham","MoTuWeThFr 9:15AM - 10:15AM","Olsson Hall 005","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Ordinary Differentl Equations","",Closed,25,30,0,"","In Person"
10034,APMA,308,201W,Lecture,"3","Norman Beil","MoTuWeThFr 1:00PM - 2:00PM","Olsson Hall 005","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Linear Algebra","",Closed,22,30,0,"","In Person"
10035,APMA,310,201B,Lecture,"3","James Lark","MoTuWeThFr 9:15AM - 10:15AM","Olsson Hall 009","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Probability","",Closed,18,30,0,"","In Person"
10036,APMA,311,2090,Lecture,"3","James Lark","MoTuWeThFr 10:30AM - 11:30AM","Olsson Hall 009","06/12/2007 - 08/09/2007","","","","","","","","","","","","","App Probability & Statistics","",Closed,14,30,0,"","In Person"
10037,APMA,312,201X,Lecture,"3","Ding Feng","MoTuWeThFr 11:45AM - 12:45PM","Olsson Hall 005","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Statistics","",Closed,9,20,0,"","In Person"
10044,ARAH,563,6009,Lecture,"3","June Lucas, ","MoTuWeThFr 8:45AM - 4:00PM","TBA","06/24/2007 - 07/20/2007","June Lucas, ","MoTuWeThFr 8:45AM - 4:00PM","TBA","06/24/2007 - 07/20/2007","June Lucas, ","MoTuWeThFr 8:45AM - 4:00PM","TBA","06/24/2007 - 07/20/2007","June Lucas, ","MoTuWeThFr 8:45AM - 4:00PM","TBA","06/24/2007 - 07/20/2007","Southern Hist & Material Cult","",Closed,14,30,0,"","In Person"
10045,ARCH,201,1011,Lecture,"6","Anselmo Canfora","MoTuWeThFr 1:00PM - 6:00PM","Mechanical Engr Bldg 214","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Intro to Architectural Dsgn I","",Closed,8,25,0,"","In Person"
10046,ARCH,202,403H,Independent Study,"6","Peter Waldman","MoTuWeThFr 1:00PM - 6:00PM","Mechanical Engr Bldg 214","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Intro to Architectural Dsgn II","",Closed,8,25,0,"","In Person"
10047,ARCH,204,403K,Lecture,"3","Edward Ford","MoTuWeThFr 2:00PM - 6:00PM","Mechanical Engr Bldg 215","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Intro to Architectural Design","",Closed,5,18,0,"","In Person"
10048,ARCH,489Z,598D,Independent Study,"3","Louis Nelson","MoTuWeThFr 8:00AM - 10:00PM","TBA","05/23/2007 - 06/15/2007","","","","","","","","","","","","","Ind Study Architec & Preserv","",Closed,2,4,0,"","In Person"
10049,ARCH,500Z,5996,Lecture,"3","Charles Menefee","MoTuWeThFr 8:00AM - 10:00PM","TBA","05/18/2007 - 06/21/2007","","","","","","","","","","","","","Vincenza Program","",Closed,20,20,0,"","In Person"
10050,ARCH,852,2443,Independent Study,"1 - 3","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Independent Study","",Closed,1,15,0,"","In Person"
10038,ARH,100,0007,Lecture,"3","Lisa Reilly","MoTuWeThFr 10:30AM - 12:45PM","Fayerweather Hall 215","05/14/2007 - 06/08/2007","","","","","","","","","","","","","History of Architecture:Survey","",Closed,0,25,0,"","In Person"
10039,ARH,112,4006,Lecture,"3","Elizabeth Milnarik","MoTuWeThFr 10:30AM - 12:45PM","Fayerweather Hall 215","07/12/2007 - 08/09/2007","","","","","","","","","","","","","History of Architecture","",Closed,7,20,0,"","In Person"
10040,ARH,556Z,5933,Lecture,"3","Louis Nelson","MoTuWeThFr 8:00AM - 10:00PM","TBA","05/23/2007 - 06/15/2007","","","","","","","","","","","","","Falmouth Field School","",Closed,13,25,0,"","In Person"
10041,ARH,599Z,597S,Lecture,"3","Yunsheng Huang","MoTuWeThFr 8:00AM - 10:00PM","TBA","05/22/2007 - 06/14/2007","","","","","","","","","","","","","Indep Study Arch History-China","",Open,7,12,0,"","In Person"
10042,ARH,898,202B,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Independent Research","",Closed,1,25,0,"","In Person"
10043,ARH,999,201K,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,1,25,0,"","In Person"
10051,ARTH,100,001Q,Lecture,"3","Lisa Reilly","MoTuWeThFr 10:30AM - 12:45PM","Fayerweather Hall 215","05/14/2007 - 06/08/2007","","","","","","","","","","","","","Non-UVa Transfer/Test Credit","",Closed,6,25,0,"","In Person"
10052,ARTH,214Z,5941,Lecture,"2","Adrienne Ward","MoTuWeThFr 8:00AM - 5:00PM","TBA","05/30/2007 - 07/25/2007","","","","","","","","","","","","","Etruscan & Roman Art Architec","",Closed,0,15,0,"","In Person"
10053,ARTH,251,401K,Lecture,"3","Cory Korkow","MoTuWeThFr 1:00PM - 3:15PM","Fayerweather Hall 215","07/12/2007 - 08/09/2007","","","","","","","","","","","","","18th Century European Art","",Closed,14,25,0,"","In Person"
10054,ARTH,265Z,5005,Lecture,"3","Raymond Hernandez-Duran","TBA","TBA","06/17/2007 - 08/21/2007","","","","","","","","","","","","","Lat Amer Art Colonial-Pesent","",Closed,15,30,0,"","In Person"
10055,ARTH,272Z,5978,Lecture,"3","Dorothy Wong","MoTuWeThFr 8:00AM - 10:00PM","TBA","05/23/2007 - 07/20/2007","","","","","","","","","","","","","Chinese Art","",Closed,6,14,0,"","In Person"
10057,ARTH,280Z,5965,Lecture,"3","Howard Singerman","MoTuWeThFr 8:00AM - 10:00PM","TBA","05/29/2007 - 06/24/2007","","","","","","","","","","","","","Art Since 1945","",Closed,14,20,0,"","In Person"
10056,ARTH,280Z,6173,Lecture,"3","Fernando Opere","MoTuWeThFr 8:00AM - 10:00PM","TBA","05/20/2007 - 06/22/2007","","","","","","","","","","","","","Art Since 1945","",Closed,1,75,0,"","In Person"
10058,ARTH,300Z,5942,Lecture,"2","Adrienne Ward","MoTuWeThFr 8:00AM - 5:00PM","TBA","05/30/2007 - 07/25/2007","","","","","","","","","","","","","Sienese Art and Architecture","",Closed,3,15,0,"","In Person"
10059,ARTH,316Z,5959,Lecture,"3","John Dobbins","MoTuWeThFr 8:00AM - 10:00PM","TBA","07/01/2007 - 08/01/2007","","","","","","","","","","","","","Roman Architecture","",Closed,24,25,0,"","In Person"
10060,ARTH,336Z,5958,Lecture,"3","Francesca Fiorani","MoTuWeThFr 8:00AM - 10:00PM","TBA","07/01/2007 - 08/01/2007","","","","","","","","","","","","","Renaissance and Baroque Rome","",Closed,24,25,0,"","In Person"
10061,ARTH,365Z,5006,Lecture,"3","Raymond Hernandez-Duran","TBA","TBA","06/17/2007 - 08/21/2007","","","","","","","","","","","","","Urbanism & Culture Latin Amer","",Closed,21,30,0,"","In Person"
10062,ARTH,999,2010,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,1,15,0,"","In Person"
10063,ARTS,161,003D,Studio,"3","Megan Marlatt","MoTuWeThFr 10:30AM - 12:45PM","Brooks Hall 208","05/14/2007 - 06/08/2007","","","","","","","","","","","","","Introduction to Drawing I","",Closed,20,24,0,"","In Person"
10064,ARTS,161,102C,Studio,"3","Corey Drieth","MoTuWeThFr 1:00PM - 3:15PM","TBA","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Introduction to Drawing I","",Closed,18,24,0,"","In Person"
10065,ARTS,162,101H,Studio,"3","Akemi Rollando","MoTuWeThFr 10:30AM - 12:45PM","TBA","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Introduction to Drawing II","",Closed,17,25,0,"","In Person"
10066,ARTS,207Z,5964,Lecture,"3","William Wylie","MoTuWeThFr 8:00AM - 10:00PM","TBA","05/29/2007 - 06/24/2007","","","","","","","","","","","","","Photography in Italy","",Closed,10,20,0,"","In Person"
10067,ARTS,267,1007,Studio,"4","Dean Dass","MoTuWeThFr 10:30AM - 12:45PM","TBA","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Introduction to Printmaking I","",Closed,8,10,0,"","In Person"
10068,ARTS,272,002B,Studio,"4","Elizabeth Schoyer","MoTuWeThFr 10:30AM - 12:45PM","TBA","05/14/2007 - 06/08/2007","","","","","","","","","","","","","Introduction to Painting II","",Closed,7,15,0,"","In Person"
10069,ARTS,281,001Y,Studio,"4","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","TBA","05/14/2007 - 06/08/2007","","","","","","","","","","","","","Introduction to Sculpture I","",Closed,14,15,0,"","In Person"
10070,ARTS,282,001Z,Studio,"4","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","TBA","05/14/2007 - 06/08/2007","","","","","","","","","","","","","Introduction to Sculpture II","",Closed,2,15,0,"","In Person"
10071,ARTS,368,102D,Studio,"3","Dean Dass","MoTuWeThFr 10:30AM - 12:45PM","TBA","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Intermediate Printmaking II","",Closed,3,10,0,"","In Person"
10072,ARTS,371,001T,Studio,"3","Elizabeth Schoyer","MoTuWeThFr 10:30AM - 12:45PM","TBA","05/14/2007 - 06/08/2007","","","","","","","","","","","","","Intermediate Painting I","",Closed,5,10,0,"","In Person"
10073,ARTS,372,002C,Studio,"3","Elizabeth Schoyer","MoTuWeThFr 10:30AM - 12:45PM","TBA","05/14/2007 - 06/08/2007","","","","","","","","","","","","","Intermediate Painting II","",Closed,3,15,0,"","In Person"
10074,ARTS,381,0012,Studio,"3","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","TBA","05/14/2007 - 06/08/2007","","","","","","","","","","","","","Intermediate Sculpture I","",Closed,1,15,0,"","In Person"
10075,ARTS,453Z,5952,Lecture,"3","William Wylie","MoTuWeThFr 8:00AM - 10:00PM","TBA","05/29/2007 - 06/24/2007","","","","","","","","","","","","","Advanced Photography I","",Closed,4,20,0,"","In Person"
10076,ASTR,121,1021,Lecture,"3","George Trammell","MoTuWeThFr 10:30AM - 12:45PM","Astronomy Bldg 265","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Intro Sky and Solar System","",Closed,6,20,0,"","In Person"
10077,ASTR,124,4019,Lecture,"3","Ryan Lynch","MoTuWeThFr 10:30AM - 12:45PM","Astronomy Bldg 265","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Intro Stars Galaxies Universe","",Closed,17,15,0,"","In Person"
10078,ASTR,342,1170,Lecture,"3","Edward Murphy","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Life Beyond the Earth","",Closed,16,25,0,"","In Person"
10079,ASTR,348,401Q,Lecture,"3","Amalia Hicks","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Introduction to Cosmology","",Closed,8,20,0,"","In Person"
10080,ASTR,395,2019,Lecture,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Tutorial","",Closed,2,15,0,"","In Person"
10081,ASTR,574,6139,Lecture,"3","Edward Murphy","MoTuWeThFr 9:30AM - 5:00PM","TBA","08/06/2007 - 08/17/2007","","","","","","","","","","","","","Teaching Topics in Astronomy","",Closed,19,50,0,"","In Person"
10082,ASTR,898,2020,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,4,15,0,"","In Person"
10083,ASTR,999,2022,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,19,30,0,"","In Person"
10084,BIMS,997,203H,Independent Study,"1 - 12","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,3,25,0,"","In Person"
10085,BIMS,999,203K,Independent Study,"1 - 12","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,4,25,0,"","In Person"
10086,BIOC,997,2176,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,19,30,0,"","In Person"
10087,BIOC,999,2177,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,30,40,0,"","In Person"
10088,BIOL,201,1025,Lecture,"3","David Kittlesen","MoTuWeThFr 9:00AM - 11:15AM","Olsson Hall 120","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Intro Biol:Cell Biol & Genetic","",Closed,45,50,0,"","In Person"
10089,BIOL,202,4023,Lecture,"3","James Green, ","MoTuWeThFr 9:00AM - 11:15AM","Maury Hall 104","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Intro Biol:Orgnsml & Evol Biol","",Closed,32,50,0,"","In Person"
10090,BIOL,203,1026,Lecture,"2","David Kittlesen, ","MoTuWeThFr 12:00PM - 3:30PM","Chemistry Bldg 304","06/12/2007 - 07/10/2007","David Kittlesen, ","MoTuWeThFr 12:00PM - 3:30PM","Chemistry Bldg 415","06/12/2007 - 07/10/2007","","","","","","","","","Intro to Biology Lab/Lecture","",Closed,47,48,0,"","In Person"
10091,BIOL,204,4024,Lecture,"2","Bryna Shemo, ","MoTuWeThFr 12:00PM - 3:30PM","Chemistry Bldg 304","07/12/2007 - 08/09/2007","Bryna Shemo, ","MoTuWeThFr 12:00PM - 3:30PM","Chemistry Bldg 415","07/12/2007 - 08/09/2007","","","","","","","","","Intro to Biology Lab/Lecture","",Closed,35,48,0,"","In Person"
10092,BIOL,206,102R,Lecture,"3","Theodore Homyk","MoTuWeThFr 9:00AM - 11:15AM","Chemistry Bldg 305","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Human Physiology and Anatomy I","",Closed,35,30,0,"","In Person"
10093,BIOL,206L,102S,Laboratory,"1","Theodore Homyk","MoTuWeThFr 1:00PM - 4:00PM","Clark Hall 202","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Hum Phy & Anatomy I Lab","",Closed,16,20,0,"","In Person"
10094,BIOL,207,4025,Lecture,"3","Theodore Homyk","MoTuWeThFr 9:00AM - 11:15AM","Chemistry Bldg 305","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Human Physiology & Anatomy II","",Closed,24,30,0,"","In Person"
10095,BIOL,207L,4026,Laboratory,"1","Theodore Homyk","MoTuWeThFr 1:00PM - 4:00PM","Clark Hall 202","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Hum Phy & Anatomy II Lab","",Closed,4,20,0,"","In Person"
10096,BIOL,300,4010,Lecture,"3","W Wormington","MoTuWeThFr 9:00AM - 11:15AM","Physics Bldg 205","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Cell Biology and Biochemistry","",Closed,26,50,0,"","In Person"
10097,BIOL,350Z,5967,Lecture,"4","Fred Diehl","MoTuWeThFr 8:00AM - 10:00PM","TBA","05/11/2007 - 06/02/2007","","","","","","","","","","","","","Field Biol San Salvador","",Closed,32,35,0,"","In Person"
10098,BIOL,351,401S,Lecture,"4","Zack Murrell","TBA","TBA","07/13/2007 - 08/03/2007","","","","","","","","","","","","","Plant Biodiversity & Cons","",Closed,2,12,0,"","In Person"
10099,BIOL,352,101K,Lecture,"4","Christopher Schneider","TBA","TBA","06/11/2007 - 07/06/2007","","","","","","","","","","","","","Ecology of Amphibians","",Closed,7,12,0,"","In Person"
10100,BIOL,385,4193,Lecture,"1 - 3","Staff","TBA","TBA","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Selected Topics","",Closed,1,20,0,"","In Person"
10101,BIOL,407,403M,Lecture,"3","Karla Marz, ","MoTuWeThFr 12:00PM - 3:30PM","Gilmer Hall 148","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Developmental Biology Lab","",Closed,17,20,0,"","In Person"
10102,BIOL,463,00AR,Lecture,"3","Louis Eaton","TBA","TBA","05/26/2007 - 06/08/2007","","","","","","","","","","","","","Stream Ecology","",Closed,10,12,0,"","In Person"
10103,BIOL,491,1191,Independent Study,"3","David Kittlesen","TBA","TBA","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Independent Research I","",Closed,2,15,0,"","In Person"
10104,BIOL,491,4085,Independent Study,"3","David Kittlesen","TBA","TBA","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Independent Research I","",Closed,2,15,0,"","In Person"
10105,BIOL,493,4089,Independent Study,"3","David Kittlesen","TBA","TBA","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Independent Research III","",Closed,1,15,0,"","In Person"
10106,BIOL,501,1188,Lecture,"4","Reginald Garrett","MoTuWeThFr 9:00AM - 12:00PM","Clark Hall G004","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Biochemistry","",Closed,9,25,0,"","In Person"
10107,BIOL,595,104A,Lecture,"4","Stephanie Welter","MoTuWeThFr 9:00AM - 4:00PM","TBA","06/11/2007 - 07/06/2007","","","","","","","","","","","","","Tech Mat Sci Illus","",Closed,6,12,0,"","In Person"
10108,BIOL,851,401U,Lecture,"4","Amy Murrell","TBA","TBA","07/13/2007 - 08/03/2007","","","","","","","","","","","","","Plant Biodiversity & Cons","",Closed,2,12,0,"","In Person"
10109,BIOL,856,4012,Lecture,"4","Vincent Formica","TBA","TBA","07/01/2007 - 08/03/2007","","","","","","","","","","","","","Biodiversity in South App","",Closed,2,12,0,"","In Person"
10110,BIOL,999,2037,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,2,15,0,"","In Person"
10111,BIOM,793,2304,Independent Study,"1 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Independent Study","",Closed,1,15,0,"","In Person"
10112,BIOM,895,2305,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Supervised Projects Research","",Closed,1,15,0,"","In Person"
10113,BIOM,898,2307,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Masters Thesis Research","",Closed,7,30,0,"","In Person"
10114,BIOM,999,2309,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Dissertation","",Closed,68,100,0,"","In Person"
10115,BIOP,999,2100,Independent Study,"3 - 6","Staff","TBA","TBA","06/12/2007 - 08/09/2007","","","","","","","","","","","","","Non-Topical Research","",Closed,39,50,0,"","In Person"
10116,BUS,505,6781,Lecture,"3","Michael Figueroa","We 6:00PM - 9:00PM","TBA","06/06/2007 - 08/01/2007","","","","","","","","","","","","","Threat Assmt/Security Measures","",Closed,7,24,0,"","In Person"
10117,BUS,532W,6773,Lecture,"3","Elaine Ehresmann","MoTuWeThFrSa 1:00AM - 11:59PM","TBA","06/04/2007 - 08/24/2007","","","","","","","","","","","","","Communications and Team Dev","",Closed,12,24,0,"","In Person"
10118,BUS,541W,6782,Lecture,"3","Diane Murphy","Su 1:00AM - 11:59PM","TBA","06/04/2007 - 08/25/2007","","","","","","","","","","","","","Strategic Mgmt E-Commerce Tech","",Closed,4,24,0,"","In Person"
10119,CE,230,1004,Lecture,"3","John Thacker","MoTuWeThFr 10:30AM - 12:45PM","Mechanical Engr Bldg 341","06/12/2007 - 07/10/2007","","","","","","","","","","","","","Statics","",Closed,4,15,0,"","In Person"
10120,CE,231,4000,Lecture,"3","John Thacker","MoTuWeThFr 10:30AM - 12:45PM","Mechanical Engr Bldg 341","07/12/2007 - 08/09/2007","","","","","","","","","","","","","Strength of Materials","",Closed,7,15,0,"","In Person"
